283	775
127	741
183	644
147	453
318	982
27	762
-6	599
130	751
183	856
112	848
7	741
46	488
-32	815
160	846
-161	832
99	986
215	531
-141	775
274	601
-30	662
160	780
111	515
394	666
179	519
289	716
-83	634
84	808
481	639
345	466
182	678
58	458
255	878
48	679
-27	499
98	605
229	538
235	510
247	743
187	505
193	780
235	741
60	752
-113	763
47	537
101	753
-28	808
114	559
200	780
-38	488
160	433
167	792
-10	609
195	670
135	569
125	566
-76	488
302	550
340	621
-45	748
34	601
359	677
1	775
158	739
106	627
233	471
228	827
205	592
153	868
369	612
16	704
-48	778
237	833
200	640
146	605
57	1009
73	807
-12	591
84	844
286	544
266	602
-3	716
353	602
36	642
69	798
-6	883
212	682
180	638
158	607
60	669
443	825
161	591
-145	779
167	535
561	578
499	670
277	1028
169	501
62	503
-102	671
247	574
127	512
297	410
-23	809
57	679
127	622
110	588
218	569
79	601
185	902
74	859
90	566
214	726
197	791
-4	760
251	731
69	612
193	796
-108	568
54	828
56	539
214	736
228	573
105	480
144	644
43	551
83	909
423	703
180	572
258	652
186	1072
44	656
-109	845
-69	442
128	516
128	919
128	375
240	442
218	694
68	776
-8	648
58	741
-13	704
236	784
293	708
-34	663
114	478
238	950
178	586
-11	607
170	753
255	639
191	351
229	848
28	536
121	804
-10	1241
-45	850
97	793
44	642
201	693
261	778
-164	487
21	633
60	553
69	813
302	686
263	713
310	668
111	442
41	954
15	579
93	518
232	1006
101	764
315	668
185	895
122	610
147	792
183	1013
73	712
91	646
-14	692
174	770
-139	626
121	796
312	614
186	707
343	923
54	660
97	605
6	582
73	532
238	817
311	744
220	365
59	553
179	696
33	661
184	480
-17	584
52	875
43	713
65	499
-19	670
133	729
142	388
90	701
132	726
135	723
59	923
204	771
220	658
86	826
88	590
93	537
216	477
248	661
205	792
51	816
235	700
-84	599
184	636
218	614
-2	841
205	590
207	860
61	803
189	661
142	1005
131	598
532	747
49	879
240	820
61	711
189	653
256	1058
357	868
156	749
21	623
207	835
434	844
107	760
244	467
265	575
134	877
89	579
18	467
58	576
6	779
84	595
302	782
276	880
225	404
36	788
229	474
84	685
78	945
348	603
251	733
235	732
237	449
45	503
306	785
15	662
152	922
106	937
178	623
108	768
-171	755
357	237
128	695
165	883
86	678
276	853
-45	666
-20	781
158	645
85	824
124	823
-178	607
115	733
230	1026
171	990
54	658
240	972
169	387
90	846
96	1040
465	851
120	594
118	585
-249	669
81	750
157	676
323	749
266	632
24	553
192	723
110	584
104	576
245	619
-33	830
266	579
78	626
60	760
102	458
62	741
